"Id","Player","FantPt","Season","Age","Team","G","GS","FantPt","PPR","FantPt","PPR/G","Pos"
1359,"Gabriel Murphy","0.0",2024,24,"MIN",2,0,"0.0","0.0","0.00","0.00","OLB"
1360,"Myles Murphy","0.0",2024,22,"CIN",13,0,"0.0","0.0","0.00","0.00","DE"
1361,"Sean Murphy-Bunting","0.0",2024,27,"ARI",15,15,"0.0","0.0","0.00","0.00","CB"
1362,"Bill Murray","0.0",2024,27,"CHI",3,0,"0.0","0.0","0.00","0.00","OL"
1363,"Eric Murray","0.0",2024,30,"HOU",17,14,"0.0","0.0","0.00","0.00","SS"
1364,"Kenneth Murray","0.0",2024,26,"TEN",14,14,"0.0","0.0","0.00","0.00","LILB"
1365,"Kyler Murray","297.2",2024,27,"ARI",17,17,"297.2","297.2","17.48","17.48","QB"
1366,"Nick Muse","0.0",2024,26,"MIN",4,0,"0.0","0.0","0.00","0.00","TE"
1367,"Tanner Muse","0.0",2024,28,"JAX",3,0,"0.0","0.0","0.00","0.00","LB"
1368,"Luke Musgrave","4.5",2024,24,"GNB",7,3,"4.5","11.5","0.64","1.64","TE"
1369,"Malik Mustapha","0.0",2024,22,"SFO",16,12,"0.0","0.0","0.00","0.00","SS"
1370,"Sam Mustipher","0.0",2024,28,"LAC",12,1,"0.0","0.0","0.00","0.00","C"
1371,"Jason Myers","133.0",2024,33,"SEA",17,0,"133.0","133.0","7.82","7.82","K"
1372,"Josh Myers","0.0",2024,26,"GNB",16,16,"0.0","0.0","0.00","0.00","C"
1373,"Malik Nabers","164.6",2024,21,"NYG",15,13,"164.6","273.6","10.97","18.24","WR"
1374,"Puka Nacua","127.6",2024,23,"LAR",11,11,"127.6","206.6","11.6","18.78","WR"
1375,"Jalen Nailor","75.0",2024,25,"MIN",17,7,"75.0","103.0","4.41","6.06","WR"
1376,"Brayden Narveson","54.0",2024,25,"GNB,TEN",7,0,"54.0","54.0","7.71","7.71","K"
1377,"Elias Neal","0.0",2024,23,"LAR",6,0,"0.0","0.0","0.00","0.00","LB"
1378,"Evan Neal","0.0",2024,24,"NYG",9,7,"0.0","0.0","0.00","0.00","T"
1379,"Ryan Neal","0.0",2024,29,"TAM",2,0,"0.0","0.0","0.00","0.00","S"
1380,"Siran Neal","0.0",2024,30,"MIA",17,0,"0.0","0.0","0.00","0.00","CB"
1381,"Nik Needham","0.0",2024,28,"MIA",2,0,"0.0","0.0","0.00","0.00","CB"
1382,"Anthony Nelson","0.0",2024,27,"TAM",17,6,"0.0","0.0","0.00","0.00","OLB"
1383,"Quenton Nelson","0.0",2024,28,"IND",17,17,"0.0","0.0","0.00","0.00","LG"
1384,"Ryan Neuzil","0.0",2024,27,"ATL",17,8,"0.0","0.0","0.00","0.00","OL"
1385,"Royce Newman","0.0",2024,27,"TAM",1,0,"0.0","0.0","0.00","0.00","OG"
1386,"Xavier Newman-Johnson","0.0",2024,25,"NYJ",9,0,"0.0","0.0","0.00","0.00","OL"
1387,"Greg Newsome II","0.0",2024,24,"CLE",13,3,"0.0","0.0","0.00","0.00","CB"
1388,"Jer'Zhan Newton","0.0",2024,22,"WAS",16,11,"0.0","0.0","0.00","0.00","LDT"
1389,"Josh Newton","0.0",2024,24,"CIN",17,6,"0.0","0.0","0.00","0.00","RCB"
1390,"Yannick Ngakoue","0.0",2024,29,"NWE,BAL",11,0,"0.0","0.0","0.00","0.00","LB"
1391,"Bilal Nichols","0.0",2024,28,"ARI",6,5,"0.0","0.0","0.00","0.00","DL"
1392,"Ben Niemann","0.0",2024,29,"DET",17,4,"0.0","0.0","0.00","0.00","LB"
1393,"Nick Niemann","0.0",2024,27,"LAC",13,0,"0.0","0.0","0.00","0.00","LB"
1394,"Michael Niese","0.0",2024,26,"DET",17,0,"0.0","0.0","0.00","0.00","OL"
1395,"Yosh Nijman","0.0",2024,28,"CAR",16,3,"0.0","0.0","0.00","0.00","T"
1396,"Bo Nix","316.2",2024,24,"DEN",17,17,"316.2","317.2","18.6","18.66","QB"
1397,"Keisean Nixon","0.0",2024,27,"GNB",17,15,"0.0","0.0","0.00","0.00","LCB"
1398,"David Njoku","84.5",2024,28,"CLE",11,11,"84.5","148.5","7.68","13.5","TE"
1399,"Maema Njongmeta","0.0",2024,23,"CIN",17,1,"0.0","0.0","0.00","0.00","LB"
1400,"Derrick Nnadi","0.0",2024,28,"KAN",17,1,"0.0","0.0","0.00","0.00","DT"
1401,"Morice Norris","0.0",2024,24,"DET",2,0,"0.0","0.0","0.00","0.00","S"
1402,"Storm Norton","0.0",2024,30,"ATL",17,1,"0.0","0.0","0.00","0.00","OL"
1403,"Joseph Noteboom","0.0",2024,29,"LAR",4,4,"0.0","0.0","0.00","0.00","OL"
1404,"Hunter Nourzad","0.0",2024,24,"KAN",17,0,"0.0","0.0","0.00","0.00","OL"
1405,"Trevor Nowaske","0.0",2024,26,"DET",14,2,"0.0","0.0","0.00","0.00","LB"
1406,"Tyler Nubin","0.0",2024,23,"NYG",13,13,"0.0","0.0","0.00","0.00","FS"
1407,"Rakeem Nunez-Roches","0.0",2024,31,"NYG",15,15,"0.0","0.0","0.00","0.00","LDE"
1408,"Kene Nwangwu","0.0",2024,26,"NYJ",2,0,"0.0","0.0","0.00","0.00","RB"
1409,"Uchenna Nwosu","0.0",2024,28,"SEA",6,2,"0.0","0.0","0.00","0.00","LB"
1410,"Aidan O'Connell","93.5",2024,26,"LVR",9,7,"93.5","93.5","10.39","10.39","QB"
1411,"Patrick O'Connell","0.0",2024,26,"SEA",5,0,"0.0","0.0","0.00","0.00","LB"
1412,"Pat O'Connor","0.0",2024,31,"DET",12,0,"0.0","0.0","0.00","0.00","DL"
1413,"Pat O'Donnell","0.0",2024,33,"SFO",8,0,"0.0","0.0","0.00","0.00","P"
1414,"Brian O'Neill","0.0",2024,29,"MIN",17,17,"0.0","0.0","0.00","0.00","RT"
1415,"Efe Obada","0.0",2024,32,"WAS",6,0,"0.0","0.0","0.00","0.00","DE"
1416,"Dayo Odeyingbo","0.0",2024,25,"IND",17,14,"0.0","0.0","0.00","0.00","RDE"
1417,"Osa Odighizuwa","0.0",2024,26,"DAL",17,17,"0.0","0.0","0.00","0.00","LDT"
1418,"Thomas Odukoya","0.0",2024,27,"TEN",2,0,"0.0","0.0","0.00","0.00","TE"
1419,"George Odum","0.0",2024,31,"SFO",12,2,"0.0","0.0","0.00","0.00","S"
1420,"Rome Odunze","90.9",2024,22,"CHI",17,12,"90.9","144.9","5.35","8.52","WR"
1421,"Emmanuel Ogbah","0.0",2024,31,"MIA",16,16,"0.0","0.0","0.00","0.00","LB"
1422,"Amen Ogbongbemiga","0.0",2024,26,"CHI",17,0,"0.0","0.0","0.00","0.00","LB"
1423,"Otito Ogbonnia","0.0",2024,24,"LAC",17,17,"0.0","0.0","0.00","0.00","NT"
1424,"Andrew Ogletree","16.9",2024,26,"IND",17,6,"16.9","25.9","0.99","1.52","TE"
1425,"Dare Ogunbowale","37.0",2024,30,"HOU",17,1,"37.0","56.0","2.18","3.29","RB"
1426,"Adetokunbo Ogundeji","0.0",2024,26,"PIT",3,0,"0.0","0.0","0.00","0.00","OLB"
1427,"Larry Ogunjobi","0.0",2024,30,"PIT",15,12,"0.0","0.0","0.00","0.00","RDE"
1428,"David Ojabo","0.0",2024,24,"BAL",13,0,"0.0","0.0","0.00","0.00","OLB"
1429,"Moro Ojomo","0.0",2024,23,"PHI",17,1,"0.0","0.0","0.00","0.00","DT"
1430,"John Ojukwu","0.0",2024,25,"TEN",11,4,"0.0","0.0","0.00","0.00","OL"
1431,"Azeez Ojulari","0.0",2024,24,"NYG",11,5,"0.0","0.0","0.00","0.00","OLB"
1432,"Ty Okada","0.0",2024,25,"SEA",4,0,"0.0","0.0","0.00","0.00","FS"
1433,"Bobby Okereke","0.0",2024,28,"NYG",12,12,"0.0","0.0","0.00","0.00","LILB"
1434,"Chigoziem Okonkwo","61.6",2024,25,"TEN",17,11,"61.6","113.6","3.62","6.68","TE"
1435,"Chukwuma Okorafor","0.0",2024,27,"NWE",1,1,"0.0","0.0","0.00","0.00","T"
1436,"Ogbonnia Okoronkwo","0.0",2024,29,"CLE",16,5,"0.0","0.0","0.00","0.00","DE"
1437,"Sam Okuayinonu","0.0",2024,26,"SFO",16,3,"0.0","0.0","0.00","0.00","DL"
1438,"Jeff Okudah","0.0",2024,25,"HOU",6,0,"0.0","0.0","0.00","0.00","CB"
1439,"Julian Okwara","0.0",2024,27,"ARI",13,1,"0.0","0.0","0.00","0.00","OLB"
1440,"Kitan Oladapo","0.0",2024,24,"GNB",9,0,"0.0","0.0","0.00","0.00","S"
1441,"Chris Oladokun","0.5",2024,27,"KAN",1,0,"0.5","0.5","0.5","0.5","QB"
1442,"Chris Olave","44.7",2024,24,"NOR",8,8,"44.7","76.7","5.59","9.59","WR"
1443,"Bryce Oliver","9.5",2024,24,"TEN",10,1,"9.5","15.5","0.95","1.55","WR"
1444,"Ed Oliver","0.0",2024,27,"BUF",14,14,"0.0","0.0","0.00","0.00","LDT"
1445,"Isaiah Oliver","0.0",2024,28,"NYJ",17,7,"0.0","0.0","0.00","0.00","CB"
1446,"Josh Oliver","43.8",2024,27,"MIN",15,12,"43.8","65.8","2.92","4.39","TE"
1447,"Segun Olubi","0.0",2024,25,"IND",17,0,"0.0","0.0","0.00","0.00","LB"
1448,"Foyesade Oluokun","0.0",2024,29,"JAX",13,13,"0.0","0.0","0.00","0.00","MLB"
1449,"Olusegun Oluwatimi","0.0",2024,25,"SEA",12,8,"0.0","0.0","0.00","0.00","C"
1450,"Charles Omenihu","0.0",2024,27,"KAN",6,1,"0.0","0.0","0.00","0.00","DE"
1451,"Michael Onwenu","0.0",2024,27,"NWE",17,17,"0.0","0.0","0.00","0.00","RG"
1452,"Levi Onwuzurike","0.0",2024,26,"DET",16,10,"0.0","0.0","0.00","0.00","DL"
1453,"David Onyemata","0.0",2024,32,"ATL",17,16,"0.0","0.0","0.00","0.00","RDE"
1454,"Ruke Orhorhoro","0.0",2024,23,"ATL",8,0,"0.0","0.0","0.00","0.00","DT"
1455,"Anfernee Orji","0.0",2024,24,"NOR",16,2,"0.0","0.0","0.00","0.00","LB"
1456,"Amani Oruwariye","0.0",2024,28,"DAL",7,4,"0.0","0.0","0.00","0.00","CB"
1457,"Matthew Orzech","0.0",2024,29,"GNB",17,0,"0.0","0.0","0.00","0.00","LS"
1458,"K.J. Osborn","11.7",2024,27,"NWE,WAS",8,4,"11.7","18.7","1.46","2.34","WR"
1459,"Joseph Ossai","0.0",2024,24,"CIN",17,3,"0.0","0.0","0.00","0.00","DE"
1460,"Esezi Otomewo","0.0",2024,26,"JAX",4,2,"0.0","0.0","0.00","0.00","DT"
1461,"Tyler Ott","0.0",2024,32,"WAS",17,0,"0.0","0.0","0.00","0.00","LS"
1462,"Cade Otton","81.6",2024,25,"TAM",14,14,"81.6","140.6","5.83","10.04","TE"
1463,"DeMarvion Overshown","0.0",2024,24,"DAL",13,12,"0.0","0.0","0.00","0.00","RLB"
1464,"Matt Overton","0.0",2024,39,"MIA",3,0,"0.0","0.0","0.00","0.00","LS"
1465,"Odafe Oweh","0.0",2024,26,"BAL",17,10,"0.0","0.0","0.00","0.00","LOLB"
1466,"Gervarrius Owens","0.0",2024,25,"TEN",2,0,"0.0","0.0","0.00","0.00","S"
1467,"Jonathan Owens","0.0",2024,29,"CHI",17,5,"0.0","0.0","0.00","0.00","S"
1468,"Tyler Owens","0.0",2024,23,"WAS",12,0,"0.0","0.0","0.00","0.00","S"
1469,"Jeremiah Owusu-Koramoah","0.0",2024,25,"CLE",8,8,"0.0","0.0","0.00","0.00","MLB"
1470,"Ivan Pace","0.0",2024,24,"MIN",11,10,"0.0","0.0","0.00","0.00","LILB"
1471,"Isiah Pacheco","44.9",2024,25,"KAN",7,6,"44.9","56.9","6.41","8.13","RB"
1472,"Michael Palardy","0.0",2024,32,"ARI",4,0,"0.0","0.0","0.00","0.00","P"
1473,"Alex Palczewski","0.0",2024,25,"DEN",14,3,"0.0","0.0","0.00","0.00","T"
1474,"Josh Palmer","68.4",2024,25,"LAC",15,7,"68.4","107.4","4.56","7.16","WR"
1475,"Trey Palmer","23.2",2024,23,"TAM",15,3,"23.2","35.2","1.55","2.35","WR"
1476,"Owen Pappoe","0.0",2024,24,"ARI",16,1,"0.0","0.0","0.00","0.00","LB"
1477,"Dylan Parham","0.0",2024,25,"LVR",15,14,"0.0","0.0","0.00","0.00","RG"
1478,"Colby Parkinson","35.4",2024,25,"LAR",17,9,"35.4","65.4","2.08","3.85","TE"
1479,"Micah Parsons","0.0",2024,25,"DAL",13,13,"0.0","0.0","0.00","0.00","LLB"
1480,"Zach Pascal","0.0",2024,30,"ARI",17,0,"0.0","0.0","0.00","0.00","WR"
1481,"Josh Paschal","0.0",2024,25,"DET",14,10,"0.0","0.0","0.00","0.00","LDE"
1482,"Lucas Patrick","0.0",2024,31,"NOR",11,10,"0.0","0.0","0.00","0.00","LG"
1483,"Tim Patrick","59.4",2024,31,"DET",16,9,"59.4","92.4","3.71","5.78","WR"
1484,"Cordarrelle Patterson","25.5",2024,33,"PIT",13,1,"25.5","37.5","1.96","2.88","RB"
1485,"Jaret Patterson","0.0",2024,25,"LAC",1,0,"0.0","0.0","0.00","0.00","RB"
1486,"Jarrett Patterson","0.0",2024,25,"HOU",15,9,"0.0","0.0","0.00","0.00","C"
1487,"Riley Patterson","30.0",2024,25,"ATL,CLE,NYJ",5,0,"30.0","30.0","6.00","6.00","K"
1488,"Chris Paul","0.0",2024,26,"WAS",6,0,"0.0","0.0","0.00","0.00","G"
1489,"Patrick Paul","0.0",2024,23,"MIA",17,3,"0.0","0.0","0.00","0.00","OT"
1490,"Kwity Paye","0.0",2024,26,"IND",15,15,"0.0","0.0","0.00","0.00","LDE"
1491,"Daron Payne","0.0",2024,27,"WAS",17,17,"0.0","0.0","0.00","0.00","RDT"
1492,"Rico Payton","0.0",2024,25,"NOR",16,0,"0.0","0.0","0.00","0.00","CB"
1493,"Ricky Pearsall","62.5",2024,24,"SFO",11,4,"62.5","93.5","5.68","8.5","WR"
1494,"Matt Peart","0.0",2024,27,"DEN",17,2,"0.0","0.0","0.00","0.00","T"
1495,"Andrus Peat","0.0",2024,31,"LVR",15,1,"0.0","0.0","0.00","0.00","OL"
1496,"Jayden Peevy","0.0",2024,25,"CAR",4,0,"0.0","0.0","0.00","0.00","DT"
1497,"Kyle Peko","0.0",2024,31,"DET",5,1,"0.0","0.0","0.00","0.00","DL"
1498,"Michael Penix","44.1",2024,24,"ATL",5,3,"44.1","44.1","8.82","8.82","QB"
1499,"Mike Pennel","0.0",2024,33,"KAN",17,7,"0.0","0.0","0.00","0.00","NT"
1500,"Trevor Penning","0.0",2024,25,"NOR",17,17,"0.0","0.0","0.00","0.00","RT"
1501,"Taybor Pepper","0.0",2024,30,"SFO",17,0,"0.0","0.0","0.00","0.00","LS"
1502,"Jabrill Peppers","0.0",2024,29,"NWE",6,6,"0.0","0.0","0.00","0.00","S"
1503,"Samaje Perine","53.4",2024,29,"KAN",17,0,"53.4","81.4","3.14","4.79","RB"
1504,"Denzel Perryman","0.0",2024,32,"LAC",11,11,"0.0","0.0","0.00","0.00","RILB"
1505,"Nicholas Petit-Frere","0.0",2024,25,"TEN",15,10,"0.0","0.0","0.00","0.00","RT"
1506,"Dante Pettis","20.0",2024,29,"NOR",8,0,"20.0","32.0","2.5","4.00","WR"
1507,"Dell Pettus","0.2",2024,23,"NWE",17,1,"0.2","0.2","0.01","0.01","S"
1508,"Jeremiah Pharms","0.0",2024,28,"NWE",16,5,"0.0","0.0","0.00","0.00","DT"
1509,"Andru Phillips","0.0",2024,23,"NYG",14,6,"0.0","0.0","0.00","0.00","CB"
1510,"Clark Phillips","0.0",2024,23,"ATL",16,2,"0.0","0.0","0.00","0.00","CB"
1511,"Del'Shawn Phillips","0.0",2024,28,"HOU",17,0,"0.0","0.0","0.00","0.00","LB"
1512,"Harrison Phillips","0.0",2024,28,"MIN",17,17,"0.0","0.0","0.00","0.00","NT"
1513,"Jaelan Phillips","0.0",2024,25,"MIA",4,3,"0.0","0.0","0.00","0.00","LB"
1514,"Jordan Phillips","0.0",2024,32,"BUF,DAL",9,0,"0.0","0.0","0.00","0.00","DT"
1515,"Tyre Phillips","0.0",2024,27,"NYG",3,1,"0.0","0.0","0.00","0.00","T"
1516,"George Pickens","105.4",2024,23,"PIT",14,12,"105.4","164.4","7.53","11.74","WR"
1517,"Zacch Pickens","0.0",2024,24,"CHI",9,3,"0.0","0.0","0.00","0.00","DL"
1518,"Kenny Pickett","25.1",2024,26,"PHI",5,1,"25.1","25.1","5.02","5.02","QB"
1519,"Alec Pierce","124.4",2024,24,"IND",16,13,"124.4","161.4","7.78","10.09","WR"
1520,"Dameon Pierce","41.5",2024,24,"HOU",11,0,"41.5","43.5","3.77","3.95","RB"
1521,"Michael Pierce","0.0",2024,32,"BAL",11,1,"0.0","0.0","0.00","0.00","NT"
1522,"James Pierre","0.0",2024,28,"PIT",15,2,"0.0","0.0","0.00","0.00","CB"
1523,"Brandon Pili","0.0",2024,25,"MIA",8,0,"0.0","0.0","0.00","0.00","DT"
1524,"Eddy Piñeiro","101.0",2024,29,"CAR",17,0,"101.0","101.0","5.94","5.94","K"
1525,"Bradley Pinion","0.0",2024,30,"ATL",17,0,"0.0","0.0","0.00","0.00","P"
1526,"Jason Pinnock","0.0",2024,25,"NYG",16,16,"0.0","0.0","0.00","0.00","SS"
1527,"Danny Pinter","0.0",2024,28,"IND",14,2,"0.0","0.0","0.00","0.00","C"
1528,"Trey Pipkins","0.0",2024,28,"LAC",15,15,"0.0","0.0","0.00","0.00","RG"
1529,"Jalen Pitre","0.0",2024,25,"HOU",12,12,"0.0","0.0","0.00","0.00","S"
1530,"Anthony Pittman","0.0",2024,28,"DET,JAX",4,0,"0.0","0.0","0.00","0.00","LB"
1531,"Michael Pittman Jr.","96.8",2024,27,"IND",16,14,"96.8","165.8","6.05","10.36","WR"
1532,"Kyle Pitts","84.2",2024,24,"ATL",17,15,"84.2","131.2","4.95","7.72","TE"
1533,"Austen Pleasants","0.0",2024,27,"SFO",3,0,"0.0","0.0","0.00","0.00","OL"
1534,"Ethan Pocic","0.0",2024,29,"CLE",16,16,"0.0","0.0","0.00","0.00","C"
1535,"Isaiah Pola-Mao","0.0",2024,25,"LVR",17,14,"0.0","0.0","0.00","0.00","FS"
1536,"Ja'Lynn Polk","20.7",2024,22,"NWE",15,7,"20.7","32.7","1.38","2.18","WR"
1537,"Tony Pollard","159.7",2024,27,"TEN",16,16,"159.7","200.7","9.98","12.54","RB"
1538,"Joey Porter Jr.","0.0",2024,24,"PIT",16,16,"0.0","0.0","0.00","0.00","RCB"
1539,"Brandon Powell","7.1",2024,29,"MIN",17,1,"7.1","14.1","0.42","0.83","WR"
1540,"Ben Powers","0.0",2024,28,"DEN",17,17,"0.0","0.0","0.00","0.00","LG"
1541,"Jackson Powers-Johnson","0.0",2024,21,"LVR",15,14,"0.0","0.0","0.00","0.00","LG"
1542,"Jordan Poyer","0.0",2024,33,"MIA",16,16,"0.0","0.0","0.00","0.00","FS"
1543,"Matt Prater","30.0",2024,40,"ARI",4,0,"30.0","30.0","7.5","7.5","K"
1544,"Germaine Pratt","0.0",2024,28,"CIN",17,17,"0.0","0.0","0.00","0.00","MLB"
1545,"Adam Prentice","0.0",2024,27,"NOR",17,7,"0.0","0.0","0.00","0.00","FB"
1546,"Dak Prescott","116.5",2024,31,"DAL",8,8,"116.5","116.5","14.56","14.56","QB"
1547,"Bobby Price","0.0",2024,26,"WAS",3,0,"0.0","0.0","0.00","0.00","CB"
1548,"Troy Pride Jr.","0.0",2024,26,"DAL",2,1,"0.0","0.0","0.00","0.00","CB"
1549,"Deantre Prince","0.0",2024,24,"JAX",10,0,"0.0","0.0","0.00","0.00","CB"
1550,"Isaiah Prince","0.0",2024,27,"TEN",1,0,"0.0","0.0","0.00","0.00","T"
1551,"Nehemiah Pritchett","0.0",2024,23,"SEA",10,1,"0.0","0.0","0.00","0.00","CB"
1552,"James Proche","0.1",2024,28,"CLE",9,0,"0.1","3.1","0.01","0.34","WR"
1553,"MyCole Pruitt","10.0",2024,32,"PIT",12,5,"10.0","16.0","0.83","1.33","TE"
1554,"Kendric Pryor","0.9",2024,26,"CIN",1,0,"0.9","1.9","0.9","1.9","WR"
1555,"Matt Pryor","0.0",2024,30,"CHI",17,15,"0.0","0.0","0.00","0.00","RG"
1556,"Dominick Puni","0.0",2024,24,"SFO",17,17,"0.0","0.0","0.00","0.00","RG"
1557,"Brock Purdy","266.9",2024,25,"SFO",15,15,"266.9","266.9","17.79","17.79","QB"
1558,"Shaquille Quarterman","0.0",2024,27,"CAR,LAC",11,0,"0.0","0.0","0.00","0.00","LB"
1559,"Patrick Queen","0.0",2024,25,"PIT",17,17,"0.0","0.0","0.00","0.00","LILB"
1560,"David Quessenberry","0.0",2024,34,"MIN",17,0,"0.0","0.0","0.00","0.00","T"
1561,"Teagan Quitoriano","0.0",2024,24,"HOU",7,4,"0.0","0.0","0.00","0.00","TE"
1562,"Dillon Radunz","0.0",2024,26,"TEN",15,15,"0.0","0.0","0.00","0.00","RG"
1563,"Frank Ragnow","0.0",2024,28,"DET",16,16,"0.0","0.0","0.00","0.00","C"
1564,"Bernhard Raimann","0.0",2024,27,"IND",14,14,"0.0","0.0","0.00","0.00","LT"
1565,"Ennis Rakestraw","0.0",2024,22,"DET",8,0,"0.0","0.0","0.00","0.00","CB"
1566,"Jose Ramirez","0.0",2024,25,"TAM",4,0,"0.0","0.0","0.00","0.00","OLB"
1567,"Jalen Ramsey","0.0",2024,30,"MIA",17,17,"0.0","0.0","0.00","0.00","LCB"
1568,"Sheldon Rankins","0.0",2024,30,"CIN",7,7,"0.0","0.0","0.00","0.00","DT"
1569,"Taylor Rapp","0.0",2024,27,"BUF",14,14,"0.0","0.0","0.00","0.00","FS"
1570,"Spencer Rattler","67.3",2024,24,"NOR",7,6,"67.3","67.3","9.61","9.61","QB"
1571,"LaBryan Ray","0.0",2024,27,"CAR",16,9,"0.0","0.0","0.00","0.00","LDE"
1572,"Andrew Raym","0.0",2024,23,"CAR",1,0,"0.0","0.0","0.00","0.00","C"
1573,"Kalif Raymond","39.5",2024,30,"DET",12,2,"39.5","56.5","3.29","4.71","WR"
1574,"D.J. Reader","0.0",2024,30,"DET",15,15,"0.0","0.0","0.00","0.00","LDT"
1575,"Jalen Reagor","7.7",2024,25,"LAC",8,2,"7.7","14.7","0.96","1.84","WR"
1576,"Jeremy Reaves","0.0",2024,28,"WAS",17,0,"0.0","0.0","0.00","0.00","S"
1577,"Haason Reddick","0.0",2024,30,"NYJ",10,2,"0.0","0.0","0.00","0.00","LB"
1578,"Jalen Redmond","0.0",2024,25,"MIN",13,2,"0.0","0.0","0.00","0.00","DL"
1579,"Chris Reed","0.0",2024,32,"NOR",1,0,"0.0","0.0","0.00","0.00","G"
1580,"D.J. Reed","0.0",2024,28,"NYJ",14,14,"0.0","0.0","0.00","0.00","RCB"
1581,"Jarran Reed","0.0",2024,32,"SEA",17,8,"0.0","0.0","0.00","0.00","RDE"
1582,"Jayden Reed","142.0",2024,24,"GNB",17,10,"142.0","197.0","8.35","11.59","WR"
1583,"Jerrick Reed","0.0",2024,24,"SEA",5,0,"0.0","0.0","0.00","0.00","FS"
1584,"Troy Reeder","0.0",2024,30,"LAR",6,6,"0.0","0.0","0.00","0.00","LB"
1585,"Otis Reese","0.0",2024,26,"TEN",13,2,"0.0","0.0","0.00","0.00","LB"
1586,"Jalen Reeves-Maybin","0.1",2024,29,"DET",10,0,"0.1","0.1","0.01","0.01","LB"
1587,"Ryan Rehkow","0.0",2024,26,"CIN",17,0,"0.0","0.0","0.00","0.00","P"
1588,"Will Reichard","126.0",2024,23,"MIN",13,0,"126.0","126.0","9.69","9.69","K"
1589,"Justin Reid","0.0",2024,27,"KAN",16,16,"0.0","0.0","0.00","0.00","SS"
1590,"Winston Reid","0.0",2024,25,"CLE",16,3,"0.0","0.0","0.00","0.00","OLB"
1591,"Tip Reiman","3.7",2024,23,"ARI",17,9,"3.7","9.7","0.22","0.57","TE"
1592,"Nikko Remigio","4.8",2024,25,"KAN",5,1,"4.8","6.8","0.96","1.36","WR"
1593,"Craig Reynolds","17.9",2024,28,"DET",17,0,"17.9","20.9","1.05","1.23","RB"
1594,"Josh Reynolds","25.4",2024,29,"DEN,JAX",9,2,"25.4","38.4","2.82","4.27","WR"
1595,"Jon Rhattigan","0.0",2024,25,"CAR",16,0,"0.0","0.0","0.00","0.00","LB"
1596,"Luke Rhodes","0.0",2024,32,"IND",17,0,"0.0","0.0","0.00","0.00","LS"
1597,"Sean Rhyan","0.0",2024,24,"GNB",17,17,"0.0","0.0","0.00","0.00","RG"
1598,"Patrick Ricard","14.2",2024,30,"BAL",17,6,"14.2","17.2","0.84","1.01","FB"
1599,"Brenden Rice","0.0",2024,22,"LAC",3,0,"0.0","0.0","0.00","0.00","WR"
1600,"Monty Rice","0.0",2024,25,"NWE",3,1,"0.0","0.0","0.00","0.00","OLB"
1601,"Rashee Rice","40.9",2024,24,"KAN",4,4,"40.9","64.9","10.23","16.23","WR"
1602,"Asim Richards","0.0",2024,24,"DAL",13,1,"0.0","0.0","0.00","0.00","OL"
1603,"Anthony Richardson","162.4",2024,22,"IND",11,11,"162.4","163.4","14.76","14.85","QB"
1604,"Decamerion Richardson","0.0",2024,23,"LVR",12,7,"0.0","0.0","0.00","0.00","RCB"
1605,"Demani Richardson","0.0",2024,24,"CAR",14,5,"0.0","0.0","0.00","0.00","S"
1606,"Bo Richter","0.0",2024,24,"MIN",14,0,"0.0","0.0","0.00","0.00","OLB"
1607,"Eli Ricks","0.0",2024,23,"PHI",7,0,"0.0","0.0","0.00","0.00","CB"
1608,"Desmond Ridder","21.9",2024,25,"LVR",6,1,"21.9","21.9","3.65","3.65","QB"
1609,"John Ridgeway","0.0",2024,25,"NOR",13,0,"0.0","0.0","0.00","0.00","DT"
1610,"Calvin Ridley","135.2",2024,30,"TEN",17,14,"135.2","199.2","7.95","11.72","WR"
1611,"Duke Riley","0.0",2024,30,"MIA",17,2,"0.0","0.0","0.00","0.00","LB"
1612,"Jordon Riley","0.0",2024,26,"NYG",13,5,"0.0","0.0","0.00","0.00","DL"
1613,"Kelee Ringo","0.0",2024,22,"PHI",17,1,"0.0","0.0","0.00","0.00","CB"
1614,"Dalton Risner","0.0",2024,29,"MIN",10,8,"0.0","0.0","0.00","0.00","G"
1615,"Ronnie Rivers","13.3",2024,25,"LAR",17,0,"13.3","18.3","0.78","1.08","RB"
1616,"Malcolm Roach","0.0",2024,26,"DEN",17,1,"0.0","0.0","0.00","0.00","DT"
1617,"Elandon Roberts","0.0",2024,30,"PIT",17,14,"0.0","0.0","0.00","0.00","RILB"
1618,"Sam Roberts","0.0",2024,26,"CAR",3,0,"0.0","0.0","0.00","0.00","DT"
1619,"Amik Robertson","0.0",2024,26,"DET",17,4,"0.0","0.0","0.00","0.00","CB"
1620,"Roy Robertson-Harris","0.0",2024,31,"JAX,SEA",17,2,"0.0","0.0","0.00","0.00","DT"
1621,"A'Shawn Robinson","0.0",2024,29,"CAR",16,16,"0.0","0.0","0.00","0.00","RDE"
1622,"Allen Robinson","3.0",2024,31,"DET",12,0,"3.0","6.0","0.25","0.5","WR"
1623,"Bijan Robinson","280.7",2024,22,"ATL",17,17,"280.7","341.7","16.51","20.1","RB"
1624,"Brian Robinson Jr.","139.8",2024,25,"WAS",14,13,"139.8","159.8","9.99","11.41","RB"
1625,"Cam Robinson","0.0",2024,29,"JAX,MIN",17,17,"0.0","0.0","0.00","0.00","LT"
